context_id	query	route	pair_id	in_baseline	baseline_rank	in_v1	v1_rank	rank_delta
D03	eat	direct-english	esp1_0a0ae656fe69d3843f11b7430211f28c	true	4875	false	""	""
D03	eat	direct-english	esp1_0a2778adc2daccfa9ffbd937376cb00a	true	337	true	1701	1364
D03	eat	direct-english	esp1_0a2c68e6bcabe4200ec96ea3c707d9f5	true	6604	false	""	""
D03	eat	direct-english	esp1_0a2d4ba5179f4b9205d5e982511a5da8	true	5194	false	""	""
D03	eat	direct-english	esp1_0a342ae2f950ef3dc05fbab11cd65d08	true	6847	false	""	""
D03	eat	direct-english	esp1_0a406e4514f2f1a2b4d65ca1c4ea4538	true	5777	false	""	""
D03	eat	direct-english	esp1_0a4481b1f9c0430758ae9c3636e3bca5	true	47	false	""	""
D03	eat	direct-english	esp1_0a491901195c2161e76a4d2bc9ed0a9e	true	5798	false	""	""
D03	eat	direct-english	esp1_0a4b309b430e6f924f6131b89db994e9	true	946	false	""	""
D03	eat	direct-english	esp1_0a65b40cd31c07947f721272959ed4ac	true	4000	false	""	""
D03	eat	direct-english	esp1_0a6e6bb61564c83b8647a59f57ad9198	true	6833	false	""	""
D03	eat	direct-english	esp1_0a6f1cc985a0def283f5d48a9d51c317	true	5056	false	""	""
D03	eat	direct-english	esp1_0a8c36b0b0bed50d71e1abafaef6379d	true	3581	false	""	""
D03	eat	direct-english	esp1_0a8cbcfe31cc4c459b17024d4435e9e5	true	4113	false	""	""
D03	eat	direct-english	esp1_0a8f97fd75f532f509630a3420fad81b	true	1666	false	""	""
D03	eat	direct-english	esp1_0a915a5b86bc908fe81b704c2e3d3d5d	true	2146	true	718	-1428
D03	eat	direct-english	esp1_0aa31850dbc0552fb57412af181aecc2	true	6075	true	1344	-4731
D03	eat	direct-english	esp1_0aa46f51319c6634364793048eb3b934	true	1497	true	1392	-105
D03	eat	direct-english	esp1_0aa87ffba36eb7da8bb9073a11074a62	true	6186	false	""	""
D03	eat	direct-english	esp1_0ac0252491441422465fe34c1856f111	true	6600	true	1086	-5514
D03	eat	direct-english	esp1_0ac865bfa1270049938b8a2f0531c043	true	572	true	226	-346
D03	eat	direct-english	esp1_0aca11cab716e08bfd8505405fe1287c	true	5347	false	""	""
D03	eat	direct-english	esp1_0af12cd811faccc7d9f4ac4ec5693b06	true	4885	false	""	""
D03	eat	direct-english	esp1_0af1646a5cd1da9e89f3418b4ab8702a	true	1387	false	""	""
D03	eat	direct-english	esp1_0af36878da7b942f949fa30f7bfd97ae	true	7051	false	""	""
D03	eat	direct-english	esp1_0b04728948efc1ed3836e93706954701	true	868	false	""	""
D03	eat	direct-english	esp1_0b08a3395db2bade940353cb3e3bd8ff	true	1512	false	""	""
D03	eat	direct-english	esp1_0b0b1f76c8ed9bc61b3b56ff8fe6bb06	true	2209	false	""	""
D03	eat	direct-english	esp1_0b0d114be8f18f59528eb7853564ac04	true	3182	false	""	""
D03	eat	direct-english	esp1_0b21c1516071ebf831b1e93a65871621	true	5369	false	""	""
D03	eat	direct-english	esp1_0b2a7ef7e204c66e67e749c8664b2ed4	true	2953	false	""	""
D03	eat	direct-english	esp1_0b3921f8454ca8c742c485c14c0e0c88	true	1320	true	572	-748
D03	eat	direct-english	esp1_0b3978c88ac513377febcaf0a2c225aa	true	3106	false	""	""
D03	eat	direct-english	esp1_0b5049b211615ee3f85fc580ae13acb8	true	2565	true	621	-1944
D03	eat	direct-english	esp1_0b52af3b47f26237ef9bc954f798f8f3	true	798	false	""	""
D03	eat	direct-english	esp1_0b542363b0ee34a122ab837a6a8ec776	true	5598	false	""	""
D03	eat	direct-english	esp1_0b57e0f71eaf8f9993ccb0f2a97989d0	true	3938	false	""	""
D03	eat	direct-english	esp1_0b586fec04a90b4d2f7bf02264ec3491	true	4856	false	""	""
D03	eat	direct-english	esp1_0b67de6d309943206ca8e0ffc79d566f	true	5996	false	""	""
D03	eat	direct-english	esp1_0b767cf2c1dcdd39b7b99ec8956fb07c	true	5718	true	413	-5305
D03	eat	direct-english	esp1_0b8102ed14fb7919bb2458d861cc84ef	true	1767	false	""	""
D03	eat	direct-english	esp1_0b8b3b7e2fd5a5d4c7cd2fc2827533ea	true	2966	true	391	-2575
D03	eat	direct-english	esp1_0b8b3bc96df2b831d3e3c8fc396e4892	true	842	false	""	""
D03	eat	direct-english	esp1_0b8df940b643d24126abe0639cf596ee	true	2110	false	""	""
D03	eat	direct-english	esp1_0b96927f43ede2c18d0210c640872fea	true	2544	false	""	""
D03	eat	direct-english	esp1_0ba036a8e332e57e20bee47148c4129f	true	5766	false	""	""
D03	eat	direct-english	esp1_0bafdc20c392ff63a66e00cb767c0a26	true	4095	false	""	""
D03	eat	direct-english	esp1_0bb029eff3a08afcf3f8608935350983	true	5914	true	1683	-4231
D03	eat	direct-english	esp1_0bbbc9505bbc30faf72d16769ea5b742	true	461	false	""	""
D03	eat	direct-english	esp1_0bbec25f7ff8fe7eec7922eb9c8dbe74	true	5649	false	""	""
D03	eat	direct-english	esp1_0bc303fa7d53974aeb4d58aa8183baca	true	6433	false	""	""
D03	eat	direct-english	esp1_0bc4a0fd06249b833a758ad53c3926ee	true	4884	false	""	""
D03	eat	direct-english	esp1_0bd25b99e6f2639fa94b38aff09fbf7e	true	1835	false	""	""
D03	eat	direct-english	esp1_0bdcdb55a3160c14fc2ea5937892ca30	true	3173	false	""	""
D03	eat	direct-english	esp1_0be3cf9b66c12f249296a6eda18956ae	true	2050	false	""	""
D03	eat	direct-english	esp1_0bead5953bcabe4cd090b825ea674209	true	6898	false	""	""
D03	eat	direct-english	esp1_0bf12dc6642596aca2938f8cad03a04d	true	2760	true	1558	-1202
D03	eat	direct-english	esp1_0bf5e74b6c6f4b984e4a5cb86ded9589	true	595	true	1477	882
D03	eat	direct-english	esp1_0bfda255eb351bded3ad75714433e692	true	780	false	""	""
D03	eat	direct-english	esp1_0c04a556f7aa65557ac72f364d032d99	true	168	false	""	""
D03	eat	direct-english	esp1_0c0fbedd9a199383f497cbd914770648	true	233	false	""	""
D03	eat	direct-english	esp1_0c107c1dbe9f8079bd9bfc289efb5695	true	4341	false	""	""
D03	eat	direct-english	esp1_0c1ca968104d261fa898ceae11034b69	true	838	false	""	""
D03	eat	direct-english	esp1_0c25506ad1fb914e21c9e51228f6f52a	true	3850	false	""	""
D03	eat	direct-english	esp1_0c2b98f8760cc53df1d55d52bdbcfe19	true	5358	false	""	""
D03	eat	direct-english	esp1_0c2c57c170572e4ceb2710821a8a98fc	true	1416	true	388	-1028
D03	eat	direct-english	esp1_0c2c7e8855ebd4422bef7c55c8668ef6	true	5399	false	""	""
D03	eat	direct-english	esp1_0c2e5d99c7bdd416a995da0447921ef8	true	4841	false	""	""
D03	eat	direct-english	esp1_0c2febbfd33f74b72edb459e1af4377b	true	1527	true	1092	-435
D03	eat	direct-english	esp1_0c4cdd476fae2a6172fc826a9e04a2af	true	1958	false	""	""
D03	eat	direct-english	esp1_0c56a9ba9179495e67f2c50a5060b266	true	160	true	59	-101
D03	eat	direct-english	esp1_0c5e1c5bfe27d950cc1b266a3e38a835	true	7179	false	""	""
D03	eat	direct-english	esp1_0c61198d2a7dd028f5aa6d42a573c39b	true	6851	false	""	""
D03	eat	direct-english	esp1_0c65bce0db987a4723a5a39e789911a9	true	4766	false	""	""
D03	eat	direct-english	esp1_0c72f8228564b98fc401eed3b10db204	true	4055	false	""	""
D03	eat	direct-english	esp1_0c78a62d02ac0862866301234333f6f5	true	508	false	""	""
D03	eat	direct-english	esp1_0c9525db046f67ecea6ac6a96653f174	true	3023	true	1638	-1385
D03	eat	direct-english	esp1_0ca37b004c1b9fd77ba1dc0a29c1af32	true	4910	false	""	""
D03	eat	direct-english	esp1_0ca4e35c81b20b7661622d47cfa4e7f1	true	5576	false	""	""
D03	eat	direct-english	esp1_0ca56bfe81aff005d7634ca9a4b301cb	true	6177	false	""	""
D03	eat	direct-english	esp1_0cacd76b92c0f07e1d0e90e164b7ed16	true	3951	false	""	""
D03	eat	direct-english	esp1_0caecfa58abf059c519add55c1879ff5	true	4321	false	""	""
D03	eat	direct-english	esp1_0cb2c288ed1fa0748343d02fdc1bd9bf	true	4580	true	874	-3706
D03	eat	direct-english	esp1_0cc16defcc835caea146f5ea9cd2dd69	true	4403	false	""	""
D03	eat	direct-english	esp1_0cd8197c8075cfa2650b030d9627231f	true	4714	false	""	""
D03	eat	direct-english	esp1_0cd968d5c7a9fcf4f18d5159ef818cb9	true	5680	true	876	-4804
D03	eat	direct-english	esp1_0ced70bceda824a2e026f2ce1c415d41	true	5635	true	610	-5025
D03	eat	direct-english	esp1_0cf455f8d7a7448d6b1f162cbc2871c7	true	5235	false	""	""
D03	eat	direct-english	esp1_0cf9697ade7477379775d6b8d60d9091	true	3209	true	410	-2799
D03	eat	direct-english	esp1_0cfa246ee1cf41a80197abb51f207fbc	true	6406	false	""	""
D03	eat	direct-english	esp1_0cffb047b904ccc37e931d1524a4db5f	true	4709	false	""	""
D03	eat	direct-english	esp1_0d0144c6a8e957380157074ae284dbe9	true	1949	false	""	""
D03	eat	direct-english	esp1_0d035a971c95422701d6524d223b408b	true	1839	false	""	""
D03	eat	direct-english	esp1_0d0d99a9c64d62014739466f112627bf	true	2150	true	1402	-748
D03	eat	direct-english	esp1_0d0db73455621186d22e6b79dd8c313d	true	5287	true	663	-4624
D03	eat	direct-english	esp1_0d14b114855673c1e5fd8c330c341461	true	4498	false	""	""
D03	eat	direct-english	esp1_0d1ca74f602c23141420472801f72451	true	3240	false	""	""
D03	eat	direct-english	esp1_0d1ff55129a601a1a99cb71341ccf452	true	1968	true	655	-1313
D03	eat	direct-english	esp1_0d290d68530d42f8f1772b7eda3e7483	true	3931	false	""	""
D03	eat	direct-english	esp1_0d2fb87be8fb02433b147a9963c0de41	true	5128	false	""	""
D03	eat	direct-english	esp1_0d35c38b2b44dc365ad9dd69d6df797a	true	6353	true	1490	-4863
D03	eat	direct-english	esp1_0d38f1b640ec65a974bf6d949ecf5ad4	true	2705	true	378	-2327
D03	eat	direct-english	esp1_0d398545dc471551fc8ba97123e221a2	true	52	true	1476	1424
D03	eat	direct-english	esp1_0d48f1dedb1d616907e6be792fe8f19d	true	1688	false	""	""
D03	eat	direct-english	esp1_0d4e2f3da18ed4c0604383070a95cbd3	true	3690	false	""	""
D03	eat	direct-english	esp1_0d5b3f328db4a85c93add04e6ea4d18b	true	4929	true	1275	-3654
D03	eat	direct-english	esp1_0d6f318155075cac73cdb0f134b28649	true	3941	false	""	""
D03	eat	direct-english	esp1_0d7f489d4e4a8bccc2ac8cbab9aa3583	true	5264	false	""	""
D03	eat	direct-english	esp1_0d8086feb236d8e7231d8bae3bcf0ba7	true	232	false	""	""
D03	eat	direct-english	esp1_0d8da3f2783afa5ac41d5f4aba2e9079	true	3873	true	399	-3474
D03	eat	direct-english	esp1_0d943ed8a12631b95dc69171b7d05d8c	true	6921	false	""	""
D03	eat	direct-english	esp1_0da3f1f6a32be3aadb5b08e81a83aea5	true	2583	false	""	""
D03	eat	direct-english	esp1_0da724b2877bdf90007977986481b10c	true	4659	false	""	""
D03	eat	direct-english	esp1_0dac16d7b6f205003f0bff9435417388	true	3964	false	""	""
D03	eat	direct-english	esp1_0dc82fa98ed9d894497d8651d311f822	true	4269	false	""	""
D03	eat	direct-english	esp1_0dcb806cde16cde01f115af6c68ddab2	true	474	false	""	""
D03	eat	direct-english	esp1_0de14e4fccf28651ddec8db689617f0b	true	795	false	""	""
D03	eat	direct-english	esp1_0de22868fd3ec22ae4d6c17191a26044	true	3572	false	""	""
D03	eat	direct-english	esp1_0de3b9e4d00f0485986ef5767d8bec57	true	1602	true	732	-870
D03	eat	direct-english	esp1_0dee5f9323ab5ceeeac54ac9d088cd72	true	6041	true	1591	-4450
D03	eat	direct-english	esp1_0e02df0a4051c94fb05780f2fe459d5a	true	1664	true	1451	-213
D03	eat	direct-english	esp1_0e06e37b0801fd4b5ff477f4dbdea116	true	6779	false	""	""
D03	eat	direct-english	esp1_0e201ebc30093c0c9839ae22ed7aac5d	true	293	false	""	""
D03	eat	direct-english	esp1_0e225377afed3cf77a606263c261c356	true	5931	false	""	""
D03	eat	direct-english	esp1_0e3672585596b20ddaab39a7a5d7c869	true	5293	false	""	""
D03	eat	direct-english	esp1_0e37f48341f7a32052c82f85bc446560	true	3805	false	""	""
D03	eat	direct-english	esp1_0e3d82559fe403db3ca4a12eef1fdc2d	true	6419	false	""	""
D03	eat	direct-english	esp1_0e44aba4f37bb3fbf5c54a5ea6f85ebe	true	7144	true	1375	-5769
D03	eat	direct-english	esp1_0e4b0b4e8c70c71f63ad5699a6cb232d	true	6518	true	1746	-4772
D03	eat	direct-english	esp1_0e4dc65fd5025ddd65d57437ea94a8f8	true	139	true	368	229
D03	eat	direct-english	esp1_0e549623e4d544f7b543c87920ad7fc8	true	1988	false	""	""
D03	eat	direct-english	esp1_0e5556b799a087d80aac5004d1f7b2d9	true	5829	false	""	""
D03	eat	direct-english	esp1_0e5c63bc1db3256983aaeb1ae5dc95fc	true	442	true	308	-134
D03	eat	direct-english	esp1_0e69fa3d3d26a31fd5a718f5e83ede6b	true	929	false	""	""
D03	eat	direct-english	esp1_0e6dad79c238d237041700952e530e9b	true	2758	false	""	""
D03	eat	direct-english	esp1_0e743ae438f3713517d0720c37bb171d	true	840	true	456	-384
D03	eat	direct-english	esp1_0e75ff8c4bf922c95de84a47de1ad210	true	2348	false	""	""
D03	eat	direct-english	esp1_0e7e73b14e2ea2004259cec6adc2cff1	true	2153	true	428	-1725
D03	eat	direct-english	esp1_0e89e6dffc787b0986a79a7b5fd447a0	true	416	true	582	166
D03	eat	direct-english	esp1_0e8b5230fe24ba1f65617bfc1ef8b576	true	719	true	1041	322
D03	eat	direct-english	esp1_0e8b64361993f1a609d4b8c86c2acae2	true	2773	false	""	""
D03	eat	direct-english	esp1_0eafacd76432e03fbb68bea1913a6361	true	6747	false	""	""
D03	eat	direct-english	esp1_0eba5ff83137df4b76848b9edb055f45	true	4368	false	""	""
D03	eat	direct-english	esp1_0ebb5ab8f70e1f94681e95331a0f81af	true	3453	false	""	""
D03	eat	direct-english	esp1_0ecba3f09a3548eefd8f60508a5da864	true	3787	false	""	""
D03	eat	direct-english	esp1_0ed23dade8bb6bbfde132e159f06dd3e	true	5515	false	""	""
D03	eat	direct-english	esp1_0ed2477c2f46f3b6cb51842f07868d0f	true	6628	false	""	""
D03	eat	direct-english	esp1_0ed2eb49b76ba2dacbf2502ddf3831c2	true	6346	true	1235	-5111
D03	eat	direct-english	esp1_0ed471614efde89e08231fa554621e12	true	1227	true	463	-764
D03	eat	direct-english	esp1_0ed8e8cd765f3af2bc860304df48471f	true	1548	false	""	""
D03	eat	direct-english	esp1_0ee58676421701c7508068d50c1faf7e	true	5277	true	1002	-4275
D03	eat	direct-english	esp1_0ee64d83c53c6251b1800454cb2ab6c9	true	1708	true	318	-1390
D03	eat	direct-english	esp1_0ee7cdffd0462fa28cd8d22922ee7b78	true	6769	false	""	""
D03	eat	direct-english	esp1_0eedc082b32e35c567aba53db726f541	true	3911	true	266	-3645
D03	eat	direct-english	esp1_0efb7479218e8fda8caecd39b55f13ab	true	6954	false	""	""
D03	eat	direct-english	esp1_0effe818cc2694c814e5813470c901da	true	3363	false	""	""
D03	eat	direct-english	esp1_0f0b3ac1a96a800a6b26bc792ee07070	true	6707	false	""	""
D03	eat	direct-english	esp1_0f145d5f5341dfa0f10cd17db498c708	true	2136	false	""	""
D03	eat	direct-english	esp1_0f1764c73a2dc8c5d485c2b5b5fe89ba	true	1045	false	""	""
D03	eat	direct-english	esp1_0f180863fac980e1d81f2018c10ed401	true	2217	true	1714	-503
D03	eat	direct-english	esp1_0f1b1f3f9aa1e68ef12c78f8bf90d97a	true	3689	false	""	""
D03	eat	direct-english	esp1_0f29260bc5939348387e84e0001cbd81	true	6698	false	""	""
D03	eat	direct-english	esp1_0f31c6257a4edbc904156d72afd9ec5f	true	5752	false	""	""
D03	eat	direct-english	esp1_0f3ae735f9525e2f97843233c0cdd9a6	true	2540	false	""	""
D03	eat	direct-english	esp1_0f472c7827e285abce50500597946884	true	5639	false	""	""
D03	eat	direct-english	esp1_0f56073c2df774950cbe8add88438209	true	5831	false	""	""
D03	eat	direct-english	esp1_0f5d4b4dd701eed5437430c3c35589ee	true	3051	false	""	""
D03	eat	direct-english	esp1_0f5d63f1e484a4b8ed766e77986285c9	true	1947	true	334	-1613
D03	eat	direct-english	esp1_0f602a3e6868863a3771e44faa29ea6a	true	5806	true	1471	-4335
D03	eat	direct-english	esp1_0f6611c63db33fd23ed3cf89c694ba6c	true	4928	false	""	""
D03	eat	direct-english	esp1_0f675f48649734ffddfbd0ae80ca86a3	true	3103	false	""	""
D03	eat	direct-english	esp1_0f680657be0fc82ba4ac2cf55471d0ce	true	6193	true	1858	-4335
D03	eat	direct-english	esp1_0f72de2cbf51f623188fc8589e4564cc	true	1152	false	""	""
D03	eat	direct-english	esp1_0f765c4b133260004c6f6c0c03265e38	true	1963	false	""	""
D03	eat	direct-english	esp1_0f7a75331e4a9e6a7adc4c225d657a93	true	4661	false	""	""
D03	eat	direct-english	esp1_0f7e8a0dc5bab7d1ed25186594c7186b	true	492	false	""	""
D03	eat	direct-english	esp1_0f8ae2fa5733e12133516db4d9f825a7	true	3837	false	""	""
D03	eat	direct-english	esp1_0f9ea412f961289dbac0cc53f7c790f4	true	5107	false	""	""
D03	eat	direct-english	esp1_0fb02b55055ee6aa37e07041ad157e35	true	3007	false	""	""
D03	eat	direct-english	esp1_0fb15f9e2f65a582660d1642787e11e4	true	511	true	1414	903
D03	eat	direct-english	esp1_0fb24ae8df38baaf03c156715cffe926	true	4454	false	""	""
D03	eat	direct-english	esp1_0fb2744bf62112f950046865d1f26d92	true	7012	false	""	""
D03	eat	direct-english	esp1_0fb8233c344040b39e381c423f85c029	true	4371	false	""	""
D03	eat	direct-english	esp1_0fc3bba52885f471d11db365a40740c8	true	5505	false	""	""
D03	eat	direct-english	esp1_0fd33c5e8e1b92c196b4485f04310616	true	2637	false	""	""
D03	eat	direct-english	esp1_0fd5231035d3dd96373720248b98dd24	true	7052	false	""	""
D03	eat	direct-english	esp1_0fd61f95ec55ea3b218e5ab04f03b595	true	7150	true	1528	-5622
D03	eat	direct-english	esp1_0fd92bd1297a09aa26b2fc163a6fbc07	true	6934	false	""	""
D03	eat	direct-english	esp1_0fda08be43cd2f2a1e9b5cf487eed65e	true	1493	false	""	""
D03	eat	direct-english	esp1_0fdd0f377a4843654ede481ead507876	true	6321	false	""	""
D03	eat	direct-english	esp1_0fdd30b36fb82cdaa08cf266fbca5e1a	true	6508	false	""	""
D03	eat	direct-english	esp1_0fdebd3e278a40a9dd14e6e968a7831f	true	942	false	""	""
D03	eat	direct-english	esp1_0fe11ace2ba1490f17342a2c52831cce	true	2952	true	1519	-1433
D03	eat	direct-english	esp1_0ff891525653b51a906363295138cf1d	true	4688	false	""	""
D03	eat	direct-english	esp1_0ffd268961540746d46347d08227b39d	true	4146	true	1031	-3115
D03	eat	direct-english	esp1_10099276e4e40b788cd2ebea6724c610	true	526	false	""	""
D03	eat	direct-english	esp1_100a5e558f454b2d142f57a1f191b77e	true	3556	false	""	""
D03	eat	direct-english	esp1_1018053b4447e5f9ea07b3b17eb0ec14	true	3975	false	""	""
D03	eat	direct-english	esp1_101c1072091d90ca232c113d205029ee	true	4	true	713	709
D03	eat	direct-english	esp1_101ccd4bbdd23dfd878a6bdaf233ad6e	true	6713	false	""	""
D03	eat	direct-english	esp1_101ffe0c2c0e0290536848a046865001	true	2434	false	""	""
D03	eat	direct-english	esp1_1026e184f916f61952b31c960b198ea3	true	6006	true	1781	-4225
D03	eat	direct-english	esp1_102c0219a4aa002933fd084d62aee98a	true	3369	false	""	""
D03	eat	direct-english	esp1_10309a83b960839805ff80674ac2b017	true	6565	false	""	""
D03	eat	direct-english	esp1_1034cfb95d02853cf921b375fc748c47	true	398	false	""	""
D03	eat	direct-english	esp1_103701037f52f86742500f5ef29a79c5	true	3264	false	""	""
D03	eat	direct-english	esp1_10399ed93b629066abf91ee8e6d9e314	true	5064	false	""	""
D03	eat	direct-english	esp1_103cde806430e213cd877eddf09f8a26	true	6358	false	""	""
D03	eat	direct-english	esp1_1049be3e65e1ebc801d9d556eee7b455	true	3510	true	607	-2903
D03	eat	direct-english	esp1_105430fe1dfeba255c63c28e0c3f0a88	true	4814	false	""	""
D03	eat	direct-english	esp1_106456ae5a73a812884dde6a119274dc	true	1702	false	""	""
D03	eat	direct-english	esp1_1064aa73fe0ca596da9a9ba0c1122a23	true	4351	false	""	""
D03	eat	direct-english	esp1_106bc06e1595de08db14f55469335cae	true	1321	true	298	-1023
D03	eat	direct-english	esp1_10942dd77e890eccb07ea1cee0da2204	true	7200	true	1357	-5843
D03	eat	direct-english	esp1_109599e44965424322959423c872cd5c	true	6399	false	""	""
D03	eat	direct-english	esp1_109b7bb7daa2c2b5f9720f63cbf7c7cd	true	331	true	303	-28
D03	eat	direct-english	esp1_109c82368b4f90bf4ee2b11d948ebc86	true	5963	false	""	""
D03	eat	direct-english	esp1_109df9ffdd839bfc880e7377fe396490	true	6610	true	1259	-5351
D03	eat	direct-english	esp1_10ac569e049976c8825353ce191e64a1	true	1714	false	""	""
D03	eat	direct-english	esp1_10b00d92d84af75d40506cc990504394	true	3854	false	""	""
D03	eat	direct-english	esp1_10b89a5c8da62cacc97d2d344d104b2f	true	1005	true	168	-837
D03	eat	direct-english	esp1_10b99f3cb6188f5481af836bbc905701	true	624	true	181	-443
D03	eat	direct-english	esp1_10c38b438698d91e6ce8c4a7c317d2ef	true	3404	false	""	""
D03	eat	direct-english	esp1_10c6dd2a16af3c215d9890e8ff27667a	true	3864	true	809	-3055
D03	eat	direct-english	esp1_10c9b55868c92599411a383491a750a7	true	6991	true	1839	-5152
D03	eat	direct-english	esp1_10eead87b2917246eacfa65a1c4bb580	true	3397	true	708	-2689
D03	eat	direct-english	esp1_11001954b14f1709f7f0b4acd19951c4	true	3537	false	""	""
D03	eat	direct-english	esp1_110f6a5b5cdfb9c1f663d4c55133f9cb	true	2698	false	""	""
D03	eat	direct-english	esp1_111e77f7fb198df643c2a9aae5c672b8	true	3616	false	""	""
D03	eat	direct-english	esp1_11207c2b21110a150429502b7cda72d5	true	5174	false	""	""
D03	eat	direct-english	esp1_11211dfa185736f36ea757132201f89f	true	5887	false	""	""
D03	eat	direct-english	esp1_1121f6d1ecdb87b3946b4735c39273d5	true	7061	false	""	""
D03	eat	direct-english	esp1_11225f00c8a834574e390c685ea70fca	true	4205	false	""	""
D03	eat	direct-english	esp1_112415c1a33ed78812f95225989f68e7	true	6028	false	""	""
D03	eat	direct-english	esp1_11361d19a998705881ca29578a3afa63	true	18	false	""	""
D03	eat	direct-english	esp1_113824c88c04377e17166c39df716411	true	3605	false	""	""
D03	eat	direct-english	esp1_1152135afe361bdfefd923203d6b9fcb	true	1351	false	""	""
D03	eat	direct-english	esp1_11547e361c7d8efe2cfa87d14172cf76	true	590	false	""	""
D03	eat	direct-english	esp1_115a13318df045d2d263da5a8f1d28e6	true	1937	false	""	""
D03	eat	direct-english	esp1_117c6fca578f72e82e11ce48dc714736	true	702	false	""	""
D03	eat	direct-english	esp1_118380bbfe74a9a3f2f57de857596b80	true	5683	false	""	""
D03	eat	direct-english	esp1_11a1b8c232566fc4da1291fa25d75c29	true	1557	false	""	""
D03	eat	direct-english	esp1_11a5e9fbe8690520065db6c6616aa043	true	6868	false	""	""
D03	eat	direct-english	esp1_11ac743caa54d6e635e87b654afc02ad	true	957	true	524	-433
D03	eat	direct-english	esp1_11addecfd3b8f14fd1843d361ff0402e	true	5060	true	1073	-3987
D03	eat	direct-english	esp1_11b2216ff5b6f0fa0fde2d043c586a43	true	3004	true	338	-2666
D03	eat	direct-english	esp1_11b3e35257722c449d498d2b5c73bfd3	true	6038	true	1440	-4598
D03	eat	direct-english	esp1_11bb1e47655a3d94dc44387effda39b1	true	1670	true	255	-1415
D03	eat	direct-english	esp1_11c4abd9f70d0d3c1fc2a8266e507280	true	7134	false	""	""
D03	eat	direct-english	esp1_11c4bab5fb535baec4709cec4ac72b9b	true	3170	false	""	""
D03	eat	direct-english	esp1_11c5ad5373a4569e326670dab2406d10	true	4200	false	""	""
D03	eat	direct-english	esp1_11d15fb5d912e883d57ee20e70a92bae	true	5495	false	""	""
D03	eat	direct-english	esp1_11d242da20334af17eb385961ea2e1fa	true	3157	true	1609	-1548
D03	eat	direct-english	esp1_11d6cbc3ea35e7828d7f08323487e478	true	4319	false	""	""
D03	eat	direct-english	esp1_11db9de7cc7d27d2414490b98e2aafce	true	4646	true	1836	-2810
D03	eat	direct-english	esp1_11e44d6cb027f5bab1bf518a8cf8c328	true	5421	true	1833	-3588
D03	eat	direct-english	esp1_11efc31c8dda5a3993d13c2bfe6fd356	true	1739	false	""	""
D03	eat	direct-english	esp1_11faa31200c1181e51931a8066b8d13a	true	1069	false	""	""
D03	eat	direct-english	esp1_11fbbc4e62903d3367467b19f8b440e1	true	5514	false	""	""
D03	eat	direct-english	esp1_11fcfeda4c30443e5365ecce048b7b1c	true	5039	false	""	""
D03	eat	direct-english	esp1_11ff530f114331418c9442e5c5d39fd0	true	2650	false	""	""
D03	eat	direct-english	esp1_1209338e7989973c86945cd3b547956a	true	4134	true	268	-3866
D03	eat	direct-english	esp1_120d057d784282caae878674e1abcbf2	true	939	true	149	-790
D03	eat	direct-english	esp1_121b5138f3f1ac434ef5b5a61200fe61	true	2151	false	""	""
D03	eat	direct-english	esp1_121fdf851b6a66dbaed098e878e20b95	true	6533	true	1849	-4684
D03	eat	direct-english	esp1_1221a17eb5ff867cfe6ced3aa56edbf8	true	6793	true	1139	-5654
D03	eat	direct-english	esp1_123178c022a721aecc4efd96e959d582	true	6361	false	""	""
D03	eat	direct-english	esp1_1232fab049a98493c300bc26ad7b66b1	true	4038	false	""	""
D03	eat	direct-english	esp1_12447e6609caa3cf25737669a0c4e208	true	1216	false	""	""
D03	eat	direct-english	esp1_1246e7640bc920d181664c2c2684c84c	true	1255	false	""	""
D03	eat	direct-english	esp1_124700e13561b10788e52c36ed81b3ad	true	1163	true	675	-488
D03	eat	direct-english	esp1_1258788e5d959ad54a0861dbcaf39fed	true	377	true	754	377
D03	eat	direct-english	esp1_1259dfbf416dc7f818c69d607d976f2a	true	3888	false	""	""
D03	eat	direct-english	esp1_1260c9d5310c4da54b0b073762047c29	true	476	false	""	""
D03	eat	direct-english	esp1_12642e5bc79e15bf6326dede828b76c2	true	5078	true	1295	-3783
D03	eat	direct-english	esp1_127cad12a8e9dd63ee2a9ed651ebf5e6	true	1344	true	1424	80
D03	eat	direct-english	esp1_1289f64e4e3331ed73865694e794e57f	true	1544	false	""	""
D03	eat	direct-english	esp1_128c35ea8b714618b8d48850ff850215	true	6142	false	""	""
D03	eat	direct-english	esp1_129656e28bc0685a127db92389f0358b	true	3862	false	""	""
D03	eat	direct-english	esp1_1296e8971314404545e0f6a6e3fdfcdf	true	2813	false	""	""
D03	eat	direct-english	esp1_12988ce866cca046f9bbbd0dc9eb93fe	true	2069	false	""	""
D03	eat	direct-english	esp1_12a64302f970713ddf6e765be3b03823	true	1788	false	""	""
D03	eat	direct-english	esp1_12a8e39a845deb7f126b627f400350f9	true	3935	false	""	""
D03	eat	direct-english	esp1_12b65efa54900974a231f322592aab7b	true	4066	false	""	""
D03	eat	direct-english	esp1_12b996d13ec3df29343a71983e711a08	true	3869	true	709	-3160
D03	eat	direct-english	esp1_12bfdc1daf4bce378cc06ba614a54c4a	true	3455	true	947	-2508
D03	eat	direct-english	esp1_12c165bb4ccf393bc74cc5c1c5893797	true	115	false	""	""
