context_id	query	route	result_rank	pair_id	lexical_relation	match_location	match_length	english_term_count	japanese_grapheme_count	rank_tuple
D03	eat	direct-english	22	esp1_3e0d0ef27b3278ca9a66682bd9f3aece	exact-surface-phrase	0	3	4	16	0|0|4|16|esp1_3e0d0ef27b3278ca9a66682bd9f3aece
D03	eat	direct-english	23	esp1_01e16d341dc97a09972457a0bab32ea8	exact-surface-phrase	0	3	5	10	0|0|5|10|esp1_01e16d341dc97a09972457a0bab32ea8
D03	eat	direct-english	24	esp1_2b568bb9ae5c483505b029d906c5fe8b	exact-surface-phrase	0	3	5	13	0|0|5|13|esp1_2b568bb9ae5c483505b029d906c5fe8b
D03	eat	direct-english	25	esp1_6f57cf3ed7be3a345c0c710e32450398	exact-surface-phrase	0	3	5	13	0|0|5|13|esp1_6f57cf3ed7be3a345c0c710e32450398
D03	eat	direct-english	26	esp1_9193f31cf8e4667658abf8f83f819956	exact-surface-phrase	0	3	5	15	0|0|5|15|esp1_9193f31cf8e4667658abf8f83f819956
D03	eat	direct-english	27	esp1_dec1c7dbb1b1f4397d4b016c2070b2ae	exact-surface-phrase	0	3	5	15	0|0|5|15|esp1_dec1c7dbb1b1f4397d4b016c2070b2ae
D03	eat	direct-english	28	esp1_4e4a83dbd1263b177fe47dfc85ced8ab	exact-surface-phrase	0	3	5	16	0|0|5|16|esp1_4e4a83dbd1263b177fe47dfc85ced8ab
D03	eat	direct-english	29	esp1_74e3cbff78124ec9276e1549b6ca8127	exact-surface-phrase	0	3	5	16	0|0|5|16|esp1_74e3cbff78124ec9276e1549b6ca8127
D03	eat	direct-english	30	esp1_f14aa8fd55875e90de5923d6f984bcfa	exact-surface-phrase	0	3	5	17	0|0|5|17|esp1_f14aa8fd55875e90de5923d6f984bcfa
D03	eat	direct-english	31	esp1_9b17efca26ccc4bb46bea6f285c17896	exact-surface-phrase	0	3	5	21	0|0|5|21|esp1_9b17efca26ccc4bb46bea6f285c17896
D03	eat	direct-english	32	esp1_b14b6ba4e7e2f4b554d303c9c2665aa2	exact-surface-phrase	0	3	5	21	0|0|5|21|esp1_b14b6ba4e7e2f4b554d303c9c2665aa2
D03	eat	direct-english	33	esp1_41952af5a43762e29de155ef7a58ad75	exact-surface-phrase	0	3	6	12	0|0|6|12|esp1_41952af5a43762e29de155ef7a58ad75
D03	eat	direct-english	34	esp1_87a562ebbcaf914b061ae7cca5b7142c	exact-surface-phrase	0	3	6	12	0|0|6|12|esp1_87a562ebbcaf914b061ae7cca5b7142c
D03	eat	direct-english	35	esp1_74edcd893c1465071b1dbb550e351802	exact-surface-phrase	0	3	6	13	0|0|6|13|esp1_74edcd893c1465071b1dbb550e351802
D03	eat	direct-english	36	esp1_d450e728210a121a800cae5a9b5108c0	exact-surface-phrase	0	3	6	13	0|0|6|13|esp1_d450e728210a121a800cae5a9b5108c0
D03	eat	direct-english	37	esp1_00927e6b9644686b483c62a7d83f6851	exact-surface-phrase	0	3	7	13	0|0|7|13|esp1_00927e6b9644686b483c62a7d83f6851
D03	eat	direct-english	38	esp1_4924cf81da550092e6b1740bef3179fe	exact-surface-phrase	0	3	7	15	0|0|7|15|esp1_4924cf81da550092e6b1740bef3179fe
D03	eat	direct-english	39	esp1_e666e3edce48787749aa1aab8fb6f913	exact-surface-phrase	0	3	7	15	0|0|7|15|esp1_e666e3edce48787749aa1aab8fb6f913
D03	eat	direct-english	40	esp1_3501b6e4004efd93ba02ff50926abc6b	exact-surface-phrase	0	3	7	16	0|0|7|16|esp1_3501b6e4004efd93ba02ff50926abc6b
D03	eat	direct-english	41	esp1_555f4d244f29f07fb2b80bcffd807936	exact-surface-phrase	0	3	7	19	0|0|7|19|esp1_555f4d244f29f07fb2b80bcffd807936
D03	eat	direct-english	42	esp1_235cf24688ccfe888574971e53b3bb28	exact-surface-phrase	0	3	8	13	0|0|8|13|esp1_235cf24688ccfe888574971e53b3bb28
D03	eat	direct-english	43	esp1_c02fad2f4d29426919ae34f143306aae	exact-surface-phrase	0	3	8	18	0|0|8|18|esp1_c02fad2f4d29426919ae34f143306aae
D03	eat	direct-english	44	esp1_8eeed3e2fb5d2e1203bb0fe9ced8c953	exact-surface-phrase	0	3	9	22	0|0|9|22|esp1_8eeed3e2fb5d2e1203bb0fe9ced8c953
D03	eat	direct-english	45	esp1_d4bd986649fd539f0b9cc6d05c02c968	exact-surface-phrase	0	3	11	30	0|0|11|30|esp1_d4bd986649fd539f0b9cc6d05c02c968
D03	eat	direct-english	46	esp1_4e0ff6cd8404b1bf12c21546ee1248ae	exact-surface-phrase	0	3	11	35	0|0|11|35|esp1_4e0ff6cd8404b1bf12c21546ee1248ae
D03	eat	direct-english	47	esp1_dda2d176f211072db61937a90670286c	exact-surface-phrase	0	3	12	26	0|0|12|26|esp1_dda2d176f211072db61937a90670286c
D03	eat	direct-english	48	esp1_98d74cf374b75451d95ee50901fe49d7	exact-surface-phrase	0	3	14	22	0|0|14|22|esp1_98d74cf374b75451d95ee50901fe49d7
D03	eat	direct-english	49	esp1_430e250d811098a96a280bfdb30a8b00	exact-surface-phrase	2	3	3	6	0|2|3|6|esp1_430e250d811098a96a280bfdb30a8b00
D03	eat	direct-english	50	esp1_9a7381949819a47e20c6ae9819518a6a	exact-surface-phrase	2	3	3	8	0|2|3|8|esp1_9a7381949819a47e20c6ae9819518a6a
D03	eat	direct-english	51	esp1_bec629c9e2c92c5e91e2eef7056bc6ba	exact-surface-phrase	2	3	3	8	0|2|3|8|esp1_bec629c9e2c92c5e91e2eef7056bc6ba
D03	eat	direct-english	52	esp1_fdadd2bad80f7e923c6e89b644ac7e08	exact-surface-phrase	2	3	3	8	0|2|3|8|esp1_fdadd2bad80f7e923c6e89b644ac7e08
D03	eat	direct-english	53	esp1_02cf9fbaf729e9a4f237174e40c9cd99	exact-surface-phrase	2	3	3	10	0|2|3|10|esp1_02cf9fbaf729e9a4f237174e40c9cd99
D03	eat	direct-english	54	esp1_e1fccc58cd1ef7db06279e5a19fe309c	exact-surface-phrase	2	3	3	12	0|2|3|12|esp1_e1fccc58cd1ef7db06279e5a19fe309c
D03	eat	direct-english	55	esp1_169ea4c64f3de58fced34bd4e11dc7bb	exact-surface-phrase	2	3	4	11	0|2|4|11|esp1_169ea4c64f3de58fced34bd4e11dc7bb
D03	eat	direct-english	56	esp1_1ac208bb1c43b6453c23cb13a947950c	exact-surface-phrase	2	3	4	13	0|2|4|13|esp1_1ac208bb1c43b6453c23cb13a947950c
D03	eat	direct-english	57	esp1_c2f990317ed08f44f199a58e77d9d838	exact-surface-phrase	2	3	4	18	0|2|4|18|esp1_c2f990317ed08f44f199a58e77d9d838
D03	eat	direct-english	58	esp1_907f11d6d40b8523b262d1240c84862e	exact-surface-phrase	2	3	5	7	0|2|5|7|esp1_907f11d6d40b8523b262d1240c84862e
D03	eat	direct-english	59	esp1_0c56a9ba9179495e67f2c50a5060b266	exact-surface-phrase	2	3	5	8	0|2|5|8|esp1_0c56a9ba9179495e67f2c50a5060b266
D03	eat	direct-english	60	esp1_6a818776c82aaab1cd217973e1655741	exact-surface-phrase	2	3	5	9	0|2|5|9|esp1_6a818776c82aaab1cd217973e1655741
D03	eat	direct-english	61	esp1_1d54f2b40f8f0d5ea4808076c90bf4e4	exact-surface-phrase	2	3	5	10	0|2|5|10|esp1_1d54f2b40f8f0d5ea4808076c90bf4e4
D03	eat	direct-english	62	esp1_270a8b1d60c9e2a274e043d0c762ca1a	exact-surface-phrase	2	3	5	10	0|2|5|10|esp1_270a8b1d60c9e2a274e043d0c762ca1a
D03	eat	direct-english	63	esp1_d9a7d6e094de1f0577ae9b79e2419a4c	exact-surface-phrase	2	3	5	10	0|2|5|10|esp1_d9a7d6e094de1f0577ae9b79e2419a4c
D03	eat	direct-english	64	esp1_3813c0f43df85df3a3d63aec30d9d471	exact-surface-phrase	2	3	5	12	0|2|5|12|esp1_3813c0f43df85df3a3d63aec30d9d471
D03	eat	direct-english	65	esp1_8664b436ec3ca3710ff5f9e1c5409e08	exact-surface-phrase	2	3	5	12	0|2|5|12|esp1_8664b436ec3ca3710ff5f9e1c5409e08
D03	eat	direct-english	66	esp1_c31093af6455e47e5f630124bef0ee21	exact-surface-phrase	2	3	5	12	0|2|5|12|esp1_c31093af6455e47e5f630124bef0ee21
D03	eat	direct-english	67	esp1_0073c27cc95f1eec841197d1fa8dc4bf	exact-surface-phrase	2	3	5	13	0|2|5|13|esp1_0073c27cc95f1eec841197d1fa8dc4bf
D03	eat	direct-english	68	esp1_1f3b7760a7a908deff8f8165f53b913c	exact-surface-phrase	2	3	5	13	0|2|5|13|esp1_1f3b7760a7a908deff8f8165f53b913c
D03	eat	direct-english	69	esp1_71c5fabf3f4d328741aa2857250b63cc	exact-surface-phrase	2	3	5	13	0|2|5|13|esp1_71c5fabf3f4d328741aa2857250b63cc
D03	eat	direct-english	70	esp1_220ef1750171fbcdc6be49b66efff18b	exact-surface-phrase	2	3	5	14	0|2|5|14|esp1_220ef1750171fbcdc6be49b66efff18b
D03	eat	direct-english	71	esp1_fbcf436a346a2e518a85ff5f53d3af56	exact-surface-phrase	2	3	5	14	0|2|5|14|esp1_fbcf436a346a2e518a85ff5f53d3af56
D03	eat	direct-english	72	esp1_b052ad1bb98927a7e3cda86f33da6d33	exact-surface-phrase	2	3	5	17	0|2|5|17|esp1_b052ad1bb98927a7e3cda86f33da6d33
D03	eat	direct-english	73	esp1_03db26baf9a8b3bffb1659d834ef0ac0	exact-surface-phrase	2	3	5	20	0|2|5|20|esp1_03db26baf9a8b3bffb1659d834ef0ac0
D03	eat	direct-english	74	esp1_e9cfeaea07ad08351eb4d46f2c94c89c	exact-surface-phrase	2	3	6	11	0|2|6|11|esp1_e9cfeaea07ad08351eb4d46f2c94c89c
D03	eat	direct-english	75	esp1_1448eae0ae96c279ad1caecbdd48c05a	exact-surface-phrase	2	3	6	12	0|2|6|12|esp1_1448eae0ae96c279ad1caecbdd48c05a
D03	eat	direct-english	76	esp1_2f3eed3903ff41ff41690d56365b9ecd	exact-surface-phrase	2	3	6	13	0|2|6|13|esp1_2f3eed3903ff41ff41690d56365b9ecd
D03	eat	direct-english	77	esp1_f8cc1bbc67b10e3de700f3cc3ca29a16	exact-surface-phrase	2	3	6	14	0|2|6|14|esp1_f8cc1bbc67b10e3de700f3cc3ca29a16
D03	eat	direct-english	78	esp1_1f7014faa2c84c3ee34cbe8ac89b06e7	exact-surface-phrase	2	3	7	11	0|2|7|11|esp1_1f7014faa2c84c3ee34cbe8ac89b06e7
D03	eat	direct-english	79	esp1_517ff8228503f0e98488479d5490b18e	exact-surface-phrase	2	3	7	11	0|2|7|11|esp1_517ff8228503f0e98488479d5490b18e
D03	eat	direct-english	80	esp1_19e52de5b6989c3051a352e992518da5	exact-surface-phrase	2	3	7	13	0|2|7|13|esp1_19e52de5b6989c3051a352e992518da5
D03	eat	direct-english	81	esp1_5b05be95ea547c76295c58a7b8c59fed	exact-surface-phrase	2	3	7	13	0|2|7|13|esp1_5b05be95ea547c76295c58a7b8c59fed
D03	eat	direct-english	82	esp1_e7bd8dfb9c20961aadcb1c9cf1847cc7	exact-surface-phrase	2	3	7	13	0|2|7|13|esp1_e7bd8dfb9c20961aadcb1c9cf1847cc7
D03	eat	direct-english	83	esp1_27aa35baba233462731344d08d64ba19	exact-surface-phrase	2	3	7	14	0|2|7|14|esp1_27aa35baba233462731344d08d64ba19
D03	eat	direct-english	84	esp1_2808b40966871878b2deb3e0dda2e7f7	exact-surface-phrase	2	3	7	15	0|2|7|15|esp1_2808b40966871878b2deb3e0dda2e7f7
D03	eat	direct-english	85	esp1_61e45437a91cfb677590934af23f4c7f	exact-surface-phrase	2	3	7	15	0|2|7|15|esp1_61e45437a91cfb677590934af23f4c7f
D03	eat	direct-english	86	esp1_6f76db51117afe748bae78db3ce08d1e	exact-surface-phrase	2	3	8	21	0|2|8|21|esp1_6f76db51117afe748bae78db3ce08d1e
D03	eat	direct-english	87	esp1_06836705cf504a4170caf419a0accffb	exact-surface-phrase	2	3	9	12	0|2|9|12|esp1_06836705cf504a4170caf419a0accffb
D03	eat	direct-english	88	esp1_7a930f1af925b1bd894eb8f6df2b430e	exact-surface-phrase	2	3	9	15	0|2|9|15|esp1_7a930f1af925b1bd894eb8f6df2b430e
D03	eat	direct-english	89	esp1_43459f633be78a8c7144710a8f4ba726	exact-surface-phrase	2	3	11	18	0|2|11|18|esp1_43459f633be78a8c7144710a8f4ba726
D03	eat	direct-english	90	esp1_2628cf3956c71d2dfa8b49ac4ee2e6f8	exact-surface-phrase	3	3	3	11	0|3|3|11|esp1_2628cf3956c71d2dfa8b49ac4ee2e6f8
D03	eat	direct-english	91	esp1_64e101e44cd62ba12caa77db11fcd850	exact-surface-phrase	3	3	4	10	0|3|4|10|esp1_64e101e44cd62ba12caa77db11fcd850
D03	eat	direct-english	92	esp1_7985df871a674717d8bd12e3b6e0f5a0	exact-surface-phrase	3	3	4	11	0|3|4|11|esp1_7985df871a674717d8bd12e3b6e0f5a0
D03	eat	direct-english	93	esp1_cf8905d2cb612a28de09b32f2cd276a8	exact-surface-phrase	3	3	4	12	0|3|4|12|esp1_cf8905d2cb612a28de09b32f2cd276a8
D03	eat	direct-english	94	esp1_d9092923f1bb06ce57a1de1428bcd503	exact-surface-phrase	3	3	5	9	0|3|5|9|esp1_d9092923f1bb06ce57a1de1428bcd503
D03	eat	direct-english	95	esp1_1b5c71be20113fe02c6b297855e8492b	exact-surface-phrase	3	3	5	18	0|3|5|18|esp1_1b5c71be20113fe02c6b297855e8492b
D03	eat	direct-english	96	esp1_e9658e66f5597c0f86feed0a86029eab	exact-surface-phrase	3	3	6	13	0|3|6|13|esp1_e9658e66f5597c0f86feed0a86029eab
D03	eat	direct-english	97	esp1_04883e89683e66934eaf120e2fa235b7	exact-surface-phrase	3	3	6	14	0|3|6|14|esp1_04883e89683e66934eaf120e2fa235b7
D03	eat	direct-english	98	esp1_d82928a3f4492ff7741728e900b53346	exact-surface-phrase	3	3	6	14	0|3|6|14|esp1_d82928a3f4492ff7741728e900b53346
D03	eat	direct-english	99	esp1_23d8e9975e06cc5faa52e257d3b336c6	exact-surface-phrase	3	3	6	15	0|3|6|15|esp1_23d8e9975e06cc5faa52e257d3b336c6
D03	eat	direct-english	100	esp1_990603ddab090a33770027c215dfac07	exact-surface-phrase	3	3	6	15	0|3|6|15|esp1_990603ddab090a33770027c215dfac07
D04	beautiful	direct-english	1	esp1_d4110c73571ffc47b9f15e7d6e4e3807	exact-surface-phrase	0	9	4	11	0|0|4|11|esp1_d4110c73571ffc47b9f15e7d6e4e3807
D04	beautiful	direct-english	2	esp1_8ad749fc48d9b9e65198ce7d6251f0d9	exact-surface-phrase	0	9	5	7	0|0|5|7|esp1_8ad749fc48d9b9e65198ce7d6251f0d9
D04	beautiful	direct-english	3	esp1_d15b251b3b9e575a6a2cdf013fd9b472	exact-surface-phrase	0	9	5	11	0|0|5|11|esp1_d15b251b3b9e575a6a2cdf013fd9b472
D04	beautiful	direct-english	4	esp1_2696e5d3753452ebdf4c1fd99a9cc45b	exact-surface-phrase	0	9	21	32	0|0|21|32|esp1_2696e5d3753452ebdf4c1fd99a9cc45b
D04	beautiful	direct-english	5	esp1_e7e9226d7e2f56d3d712c9efc3aebfe5	exact-surface-phrase	2	9	7	13	0|2|7|13|esp1_e7e9226d7e2f56d3d712c9efc3aebfe5
D04	beautiful	direct-english	6	esp1_60eb0ba27ba1cb8958bc66a034619259	exact-surface-phrase	2	9	7	14	0|2|7|14|esp1_60eb0ba27ba1cb8958bc66a034619259
D04	beautiful	direct-english	7	esp1_0fe0fdd9ae540d1db17b81c7f27bdeef	exact-surface-phrase	2	9	7	15	0|2|7|15|esp1_0fe0fdd9ae540d1db17b81c7f27bdeef
D04	beautiful	direct-english	8	esp1_e74f6d54fca44af914a55331a583dae5	exact-surface-phrase	2	9	7	15	0|2|7|15|esp1_e74f6d54fca44af914a55331a583dae5
D04	beautiful	direct-english	9	esp1_5e5f2739b793e57bc184bed2d4863540	exact-surface-phrase	2	9	8	17	0|2|8|17|esp1_5e5f2739b793e57bc184bed2d4863540
D04	beautiful	direct-english	10	esp1_af1945328a03e402a8f8d5deb8a62b82	exact-surface-phrase	2	9	9	19	0|2|9|19|esp1_af1945328a03e402a8f8d5deb8a62b82
D04	beautiful	direct-english	11	esp1_f588d8f1f3c074a2b213e4fc8ea488c8	exact-surface-phrase	2	9	9	26	0|2|9|26|esp1_f588d8f1f3c074a2b213e4fc8ea488c8
D04	beautiful	direct-english	12	esp1_7d685efa87d8ccc910d4ebd64fc03eb9	exact-surface-phrase	2	9	11	18	0|2|11|18|esp1_7d685efa87d8ccc910d4ebd64fc03eb9
D04	beautiful	direct-english	13	esp1_fc36f5194a74b5bca8bc03147c6d5253	exact-surface-phrase	4	9	2	10	0|4|2|10|esp1_fc36f5194a74b5bca8bc03147c6d5253
D04	beautiful	direct-english	14	esp1_a38e7cfa04f5d08779fd2d2f24138c7c	exact-surface-phrase	4	9	3	6	0|4|3|6|esp1_a38e7cfa04f5d08779fd2d2f24138c7c
D04	beautiful	direct-english	15	esp1_6357fb0214417c85c124ab50fe35c96a	exact-surface-phrase	4	9	4	11	0|4|4|11|esp1_6357fb0214417c85c124ab50fe35c96a
D04	beautiful	direct-english	16	esp1_02da1e18e96acc3257f9eeaa2f0efa64	exact-surface-phrase	4	9	4	12	0|4|4|12|esp1_02da1e18e96acc3257f9eeaa2f0efa64
D04	beautiful	direct-english	17	esp1_7ffbd3dc0322932e4ea5e0e0b8286e67	exact-surface-phrase	4	9	4	12	0|4|4|12|esp1_7ffbd3dc0322932e4ea5e0e0b8286e67
D04	beautiful	direct-english	18	esp1_940a1a594e3145f4c430a7e50e9ccd65	exact-surface-phrase	4	9	4	15	0|4|4|15|esp1_940a1a594e3145f4c430a7e50e9ccd65
D04	beautiful	direct-english	19	esp1_c679ceca5ef1f59c6476747fecbbe28f	exact-surface-phrase	4	9	4	15	0|4|4|15|esp1_c679ceca5ef1f59c6476747fecbbe28f
D04	beautiful	direct-english	20	esp1_0f4ee41ed9e3319560682aa550c29a7c	exact-surface-phrase	4	9	4	19	0|4|4|19|esp1_0f4ee41ed9e3319560682aa550c29a7c
D04	beautiful	direct-english	21	esp1_f001fdab3e168d0f539955a379fcae29	exact-surface-phrase	4	9	5	14	0|4|5|14|esp1_f001fdab3e168d0f539955a379fcae29
D04	beautiful	direct-english	22	esp1_f747aab1652a554f44f1e5747cd0cb0c	exact-surface-phrase	4	9	5	14	0|4|5|14|esp1_f747aab1652a554f44f1e5747cd0cb0c
D04	beautiful	direct-english	23	esp1_023b39b69b4b2717bf4af3277dae5a12	exact-surface-phrase	4	9	5	15	0|4|5|15|esp1_023b39b69b4b2717bf4af3277dae5a12
D04	beautiful	direct-english	24	esp1_7fb7cd8e23d4476e5644db0031fc0d71	exact-surface-phrase	4	9	5	15	0|4|5|15|esp1_7fb7cd8e23d4476e5644db0031fc0d71
D04	beautiful	direct-english	25	esp1_4a0d4fda4f36a2edfe8715296de71dd2	exact-surface-phrase	4	9	5	16	0|4|5|16|esp1_4a0d4fda4f36a2edfe8715296de71dd2
D04	beautiful	direct-english	26	esp1_ca0cae4ab615a0b165fc30cc773c41bb	exact-surface-phrase	4	9	5	16	0|4|5|16|esp1_ca0cae4ab615a0b165fc30cc773c41bb
D04	beautiful	direct-english	27	esp1_9ef3fdcef913e9bcf0097ba90eb7ca39	exact-surface-phrase	4	9	6	11	0|4|6|11|esp1_9ef3fdcef913e9bcf0097ba90eb7ca39
D04	beautiful	direct-english	28	esp1_c87057cbbf81acae789f362dc906da3f	exact-surface-phrase	4	9	6	14	0|4|6|14|esp1_c87057cbbf81acae789f362dc906da3f
D04	beautiful	direct-english	29	esp1_a5cb1c1feadb69523ce445811083204a	exact-surface-phrase	4	9	6	15	0|4|6|15|esp1_a5cb1c1feadb69523ce445811083204a
D04	beautiful	direct-english	30	esp1_bf620ee8c3ecab8b54abd9c9d0398d72	exact-surface-phrase	4	9	6	17	0|4|6|17|esp1_bf620ee8c3ecab8b54abd9c9d0398d72
D04	beautiful	direct-english	31	esp1_427579649d2be7bb60f29bfd82fd3cff	exact-surface-phrase	4	9	6	20	0|4|6|20|esp1_427579649d2be7bb60f29bfd82fd3cff
D04	beautiful	direct-english	32	esp1_f2098d88a17c59720dee6287b9b53b7b	exact-surface-phrase	4	9	7	15	0|4|7|15|esp1_f2098d88a17c59720dee6287b9b53b7b
D04	beautiful	direct-english	33	esp1_642f777f4326a93449c63432f917bd20	exact-surface-phrase	4	9	7	19	0|4|7|19|esp1_642f777f4326a93449c63432f917bd20
D04	beautiful	direct-english	34	esp1_2c09ef00967a8eff339c75f73ba7717e	exact-surface-phrase	4	9	8	22	0|4|8|22|esp1_2c09ef00967a8eff339c75f73ba7717e
D04	beautiful	direct-english	35	esp1_88eda62a050e5b580f98213d9f3b937f	exact-surface-phrase	4	9	9	19	0|4|9|19|esp1_88eda62a050e5b580f98213d9f3b937f
D04	beautiful	direct-english	36	esp1_942fd4ba50cfc845976c99e64b472c4a	exact-surface-phrase	4	9	10	19	0|4|10|19|esp1_942fd4ba50cfc845976c99e64b472c4a
D04	beautiful	direct-english	37	esp1_7ccdb6abff6dfe31419930443c80e9b6	exact-surface-phrase	4	9	10	22	0|4|10|22|esp1_7ccdb6abff6dfe31419930443c80e9b6
D04	beautiful	direct-english	38	esp1_957722aebe2cfe9e3cdf8afcb1e43306	exact-surface-phrase	4	9	12	24	0|4|12|24|esp1_957722aebe2cfe9e3cdf8afcb1e43306
D04	beautiful	direct-english	39	esp1_68714e4de40bb76e68efdc3665c2921a	exact-surface-phrase	4	9	13	35	0|4|13|35|esp1_68714e4de40bb76e68efdc3665c2921a
D04	beautiful	direct-english	40	esp1_a05da97fbbbdbe1d3d0ab47fa1073da0	exact-surface-phrase	4	9	16	28	0|4|16|28|esp1_a05da97fbbbdbe1d3d0ab47fa1073da0
D04	beautiful	direct-english	41	esp1_62069398f97246b711c8fe3d0fee8472	exact-surface-phrase	5	9	6	15	0|5|6|15|esp1_62069398f97246b711c8fe3d0fee8472
D04	beautiful	direct-english	42	esp1_f02a232f91cfc038353d0028320b1a87	exact-surface-phrase	5	9	6	16	0|5|6|16|esp1_f02a232f91cfc038353d0028320b1a87
D04	beautiful	direct-english	43	esp1_0f659e666e11737dd90c77b92821f365	exact-surface-phrase	5	9	7	17	0|5|7|17|esp1_0f659e666e11737dd90c77b92821f365
D04	beautiful	direct-english	44	esp1_5214a7746169b6487fbcd91919b8d7d7	exact-surface-phrase	5	9	10	20	0|5|10|20|esp1_5214a7746169b6487fbcd91919b8d7d7
D04	beautiful	direct-english	45	esp1_432f419337d2a0015422d45e89878325	exact-surface-phrase	5	9	12	18	0|5|12|18|esp1_432f419337d2a0015422d45e89878325
D04	beautiful	direct-english	46	esp1_b3ddcffca5e468306138d66fc26a47e3	exact-surface-phrase	5	9	14	36	0|5|14|36|esp1_b3ddcffca5e468306138d66fc26a47e3
D04	beautiful	direct-english	47	esp1_922d314894c1d0838f274ef6a52dedc1	exact-surface-phrase	6	9	4	8	0|6|4|8|esp1_922d314894c1d0838f274ef6a52dedc1
D04	beautiful	direct-english	48	esp1_f484a9bf4ed6ab75c0c809631323ee1e	exact-surface-phrase	7	9	3	5	0|7|3|5|esp1_f484a9bf4ed6ab75c0c809631323ee1e
D04	beautiful	direct-english	49	esp1_4cb420cde10158316e4221f9c6782f45	exact-surface-phrase	7	9	3	6	0|7|3|6|esp1_4cb420cde10158316e4221f9c6782f45
D04	beautiful	direct-english	50	esp1_797a965e65f63a1427e4cabc07a4f81b	exact-surface-phrase	7	9	3	6	0|7|3|6|esp1_797a965e65f63a1427e4cabc07a4f81b
D04	beautiful	direct-english	51	esp1_417f5ef6cfe5b9a4a854ef373256cb1b	exact-surface-phrase	7	9	3	7	0|7|3|7|esp1_417f5ef6cfe5b9a4a854ef373256cb1b
D04	beautiful	direct-english	52	esp1_45023ae80466e747132e699234e2b690	exact-surface-phrase	7	9	3	8	0|7|3|8|esp1_45023ae80466e747132e699234e2b690
D04	beautiful	direct-english	53	esp1_058ca6efeb67fddeceaf8c3ad49ec5b7	exact-surface-phrase	7	9	3	9	0|7|3|9|esp1_058ca6efeb67fddeceaf8c3ad49ec5b7
D04	beautiful	direct-english	54	esp1_019edd3e62547dba41ce753814f64fb7	exact-surface-phrase	7	9	4	7	0|7|4|7|esp1_019edd3e62547dba41ce753814f64fb7
D04	beautiful	direct-english	55	esp1_15b940b50cad2f900ce3c2b1b3fdf882	exact-surface-phrase	7	9	4	9	0|7|4|9|esp1_15b940b50cad2f900ce3c2b1b3fdf882
D04	beautiful	direct-english	56	esp1_c744c4c48e2fbdeeebf43d28fbe62507	exact-surface-phrase	7	9	4	9	0|7|4|9|esp1_c744c4c48e2fbdeeebf43d28fbe62507
D04	beautiful	direct-english	57	esp1_fa4a9d543d848f324b07113d61cfd7f5	exact-surface-phrase	7	9	4	9	0|7|4|9|esp1_fa4a9d543d848f324b07113d61cfd7f5
D04	beautiful	direct-english	58	esp1_19695589caea1e251bf493f2ab2966fa	exact-surface-phrase	7	9	4	10	0|7|4|10|esp1_19695589caea1e251bf493f2ab2966fa
D04	beautiful	direct-english	59	esp1_3285e6e78f9b2f7c835d3f39dc34422f	exact-surface-phrase	7	9	4	10	0|7|4|10|esp1_3285e6e78f9b2f7c835d3f39dc34422f
D04	beautiful	direct-english	60	esp1_3d6f6a135df134e3fcc7335735e634e4	exact-surface-phrase	7	9	4	10	0|7|4|10|esp1_3d6f6a135df134e3fcc7335735e634e4
D04	beautiful	direct-english	61	esp1_7b132af25c0f1dd9706e2219154f000b	exact-surface-phrase	7	9	4	10	0|7|4|10|esp1_7b132af25c0f1dd9706e2219154f000b
D04	beautiful	direct-english	62	esp1_8464cf8e7fa280f225455efff1328a2c	exact-surface-phrase	7	9	4	11	0|7|4|11|esp1_8464cf8e7fa280f225455efff1328a2c
D04	beautiful	direct-english	63	esp1_98aca9ae15825fd2f994f857e881bfed	exact-surface-phrase	7	9	4	11	0|7|4|11|esp1_98aca9ae15825fd2f994f857e881bfed
D04	beautiful	direct-english	64	esp1_f96ff0570a3ee50323ba0e0e22987910	exact-surface-phrase	7	9	4	11	0|7|4|11|esp1_f96ff0570a3ee50323ba0e0e22987910
D04	beautiful	direct-english	65	esp1_21eac25973a9d66d673b79575720fce0	exact-surface-phrase	7	9	4	12	0|7|4|12|esp1_21eac25973a9d66d673b79575720fce0
D04	beautiful	direct-english	66	esp1_2673f47f16f7730209d05ac306a28534	exact-surface-phrase	7	9	4	12	0|7|4|12|esp1_2673f47f16f7730209d05ac306a28534
D04	beautiful	direct-english	67	esp1_973408e02de8624da97781ed567342a7	exact-surface-phrase	7	9	4	12	0|7|4|12|esp1_973408e02de8624da97781ed567342a7
D04	beautiful	direct-english	68	esp1_e351b736abbecea252642fca8fda494f	exact-surface-phrase	7	9	4	12	0|7|4|12|esp1_e351b736abbecea252642fca8fda494f
D04	beautiful	direct-english	69	esp1_a90d022cd5f0d6657b549b4169fae81e	exact-surface-phrase	7	9	4	13	0|7|4|13|esp1_a90d022cd5f0d6657b549b4169fae81e
D04	beautiful	direct-english	70	esp1_d96130221cd5555de11254a8ebea1077	exact-surface-phrase	7	9	4	13	0|7|4|13|esp1_d96130221cd5555de11254a8ebea1077
D04	beautiful	direct-english	71	esp1_f27169a0e4829ab74d41d8e4af4a4086	exact-surface-phrase	7	9	4	13	0|7|4|13|esp1_f27169a0e4829ab74d41d8e4af4a4086
D04	beautiful	direct-english	72	esp1_f603e8a05491e076ba3baec3e6d97cf3	exact-surface-phrase	7	9	4	13	0|7|4|13|esp1_f603e8a05491e076ba3baec3e6d97cf3
