context_id	query	language	engine	rank	pair_id	other_engine	in_other_engine	other_rank	rank_delta
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1122	tatoeba:144809:269755	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1123	tatoeba:148365:266194	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1124	tatoeba:148428:266131	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1125	tatoeba:151639:262917	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1126	tatoeba:1518071:1557001	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	495	631
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1127	tatoeba:153281:261263	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1128	tatoeba:154665:259875	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	231	897
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1129	tatoeba:155310:259229	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1130	tatoeba:155400:259138	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	227	903
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1131	tatoeba:155768:258770	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1132	tatoeba:157020:257514	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1133	tatoeba:157296:257237	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	220	913
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1134	tatoeba:157696:256835	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1135	tatoeba:158495:256034	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1136	tatoeba:161219:253299	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1137	tatoeba:1626298:67041	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	144	993
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1138	tatoeba:162954:251559	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	203	935
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1139	tatoeba:165867:248637	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1140	tatoeba:166956:247545	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1141	tatoeba:1698473:384559	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	410	731
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1142	tatoeba:172449:242026	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1143	tatoeba:182650:19782	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1144	tatoeba:182656:19787	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1145	tatoeba:182681:19812	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1146	tatoeba:183814:20939	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1147	tatoeba:186814:19781	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1148	tatoeba:187186:24323	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1149	tatoeba:187195:24333	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1150	tatoeba:190083:27239	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1151	tatoeba:192212:29374	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1152	tatoeba:194185:31354	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1153	tatoeba:194453:31626	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1154	tatoeba:194989:32162	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1155	tatoeba:196795:33974	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	28	1127
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1156	tatoeba:198763:35958	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1157	tatoeba:204759:42000	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1158	tatoeba:206470:43718	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1159	tatoeba:207307:44558	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	80	1079
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1160	tatoeba:208538:45797	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1161	tatoeba:209629:46891	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1162	tatoeba:215378:52679	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	102	1060
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1163	tatoeba:215810:53111	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	103	1060
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1164	tatoeba:2170142:1664326	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	500	664
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1165	tatoeba:217088:54395	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1166	tatoeba:219941:57261	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	108	1058
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1167	tatoeba:220220:57539	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	110	1057
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1168	tatoeba:220221:57540	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	111	1057
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1169	tatoeba:222432:59758	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1170	tatoeba:222915:60246	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1171	tatoeba:225224:62560	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1172	tatoeba:225848:63186	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1173	tatoeba:2260050:1789260	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	507	666
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1174	tatoeba:2281023:390043	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	417	757
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1175	tatoeba:2311940:300793	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1176	tatoeba:233142:70513	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1177	tatoeba:235659:73040	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	164	1013
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1178	tatoeba:2757005:3446761	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	550	628
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1179	tatoeba:2806589:2807263	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1180	tatoeba:2810680:2810681	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	539	641
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1181	tatoeba:3367046:2285972	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1182	tatoeba:3464982:281279	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1183	tatoeba:3467739:63468	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1184	tatoeba:398030:68466	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1185	tatoeba:5017:1611	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1186	tatoeba:518550:533143	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1187	tatoeba:655797:10140642	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1188	tatoeba:7031393:7033522	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	604	584
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1189	tatoeba:78051:325667	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1190	tatoeba:82335:321379	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1191	tatoeba:83947:319769	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1192	tatoeba:83953:319761	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1193	tatoeba:875887:858614	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	452	741
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1194	tatoeba:89687:314028	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	381	813
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1195	tatoeba:897051:2241	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	1	1194
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1196	tatoeba:89716:313999	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1197	tatoeba:9062738:7748607	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	609	588
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1198	tatoeba:9208301:9208300	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1199	tatoeba:94062:309644	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1200	tatoeba:9554216:9554218	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1201	tatoeba:96413:307292	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	371	830
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1202	tatoeba:96414:307291	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	370	832
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1203	tatoeba:9714809:9714814	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	656	547
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1204	tatoeba:978617:1164662	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	479	725
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1205	tatoeba:98717:304983	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1206	tatoeba:9975806:1970490	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1207	tatoeba:10008272:279185	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1208	tatoeba:10022750:10022757	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1209	tatoeba:10025725:5145763	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1210	tatoeba:10101474:2663177	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1211	tatoeba:10140649:684765	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1212	tatoeba:10212640:7814049	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	610	602
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1213	tatoeba:10508935:8904263	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1214	tatoeba:10593121:7010666	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	603	611
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1215	tatoeba:106559:297126	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1216	tatoeba:10735612:2718112	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	536	680
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1217	tatoeba:10758532:10768123	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	710	507
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1218	tatoeba:10778222:9166060	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	638	580
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1219	tatoeba:10832932:8932866	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	632	587
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1220	tatoeba:10965442:12977920	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1221	tatoeba:109949:293740	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1222	tatoeba:11027911:11040308	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	719	503
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1223	tatoeba:11027960:11560769	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1224	tatoeba:11035513:11358989	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1225	tatoeba:11107861:11107620	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	723	502
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1226	tatoeba:111263:292420	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1227	tatoeba:111283:292400	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1228	tatoeba:111351:292332	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	360	868
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1229	tatoeba:11345715:10322705	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	696	533
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1230	tatoeba:114249:289423	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1231	tatoeba:11469086:6825837	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1232	tatoeba:11608798:12589087	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1233	tatoeba:11700360:11760980	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	742	491
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1234	tatoeba:12146332:11163288	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	729	505
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1235	tatoeba:121931:282072	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	340	895
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1236	tatoeba:121992:282011	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	286	950
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1237	tatoeba:122002:282001	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	277	960
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1238	tatoeba:12258188:257941	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1239	tatoeba:122657:281345	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1240	tatoeba:122723:281279	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1241	tatoeba:1240191:261864	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1242	tatoeba:124094:279901	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1243	tatoeba:124174:279820	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1244	tatoeba:12473180:12473177	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1245	tatoeba:125955:278037	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1246	tatoeba:12917188:12599058	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1247	tatoeba:137617:275619	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1248	tatoeba:137948:275288	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1249	tatoeba:141406:273165	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1250	tatoeba:141907:272663	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1251	tatoeba:142166:272404	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	253	998
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1252	tatoeba:142757:271812	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1253	tatoeba:145047:269516	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1254	tatoeba:146366:268196	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1255	tatoeba:146462:268100	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1256	tatoeba:1486399:411129	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	422	834
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1257	tatoeba:1487104:1093301	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	473	784
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1258	tatoeba:149042:265516	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1259	tatoeba:150682:263875	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1260	tatoeba:151764:262791	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	241	1019
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1261	tatoeba:153940:260602	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1262	tatoeba:154020:260523	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1263	tatoeba:155961:258575	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1264	tatoeba:157607:256924	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1265	tatoeba:157699:256832	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1266	tatoeba:158058:256472	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1267	tatoeba:158061:256469	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1268	tatoeba:158062:24318	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1269	tatoeba:158420:256110	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1270	tatoeba:1585249:319784	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1271	tatoeba:1602152:1602153	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1272	tatoeba:1614578:11752225	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1273	tatoeba:163025:251488	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1274	tatoeba:167737:246762	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1275	tatoeba:169008:245479	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1276	tatoeba:170334:244149	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	184	1092
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1277	tatoeba:172958:241515	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	180	1097
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1278	tatoeba:177714:16566	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1279	tatoeba:182590:19730	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1280	tatoeba:182648:19781	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1281	tatoeba:182657:19788	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1282	tatoeba:182666:19798	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1283	tatoeba:185819:22951	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1284	tatoeba:187158:24295	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1285	tatoeba:187174:24311	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
